-0.082542,0.227086,-0.779730
-0.046112,0.089895,-0.696207
-0.337282,0.087895,-0.574855
0.490725,-0.020902,-0.836858
-0.270729,-0.136431,-0.440629
-0.088309,-0.175850,-0.487220
-0.058604,0.098291,-0.697114
-0.326282,0.063703,-0.561847
-0.282347,-0.103226,-0.459584
-0.073302,0.100390,-0.692530
-0.322654,0.066322,-0.565231
-0.259313,-0.136892,-0.444942
-0.232849,0.125352,-0.644752
-0.327580,0.112425,-0.596495
-0.199861,-0.011766,-0.559549
-0.343561,0.079891,-0.566452
-0.277213,-0.135765,-0.438510
-0.043083,-0.015829,-0.621242
-0.315285,0.071654,-0.572137
-0.342647,0.084974,-0.570517
-0.053990,0.087916,-0.691504
0.066716,0.111191,-0.757158
-0.098153,0.205695,-0.757749
-0.284348,-0.097555,-0.462805
0.506988,-0.019439,-0.844632
-0.041140,0.016840,-0.645402
-0.212144,-0.106315,-0.486161
-0.305070,0.083670,-0.585027
0.447539,-0.029926,-0.812559
-0.134930,0.014816,-0.605596
-0.358238,0.116393,-0.586798
-0.354783,0.069414,-0.554268
-0.224099,-0.045308,-0.525275
-0.332317,0.089533,-0.578088
-0.265878,-0.138369,-0.441238
-0.229071,-0.023071,-0.539390
-0.218079,-0.102543,-0.486493
0.485334,-0.056943,-0.808584
0.521552,-0.021219,-0.849311
0.043537,0.380773,-0.942512
-0.043762,0.372919,-0.901199
-0.274422,-0.133919,-0.440960
-0.123942,0.014944,-0.610301
-0.293572,0.037788,-0.556556
-0.093101,-0.199437,-0.467932
0.076005,0.441578,-1.000172
-0.334438,0.071792,-0.564340
-0.074236,0.236256,-0.789773
-0.209245,-0.125915,-0.473157
-0.301413,0.074960,-0.580242
0.410370,0.027133,-0.838442
0.273996,-0.178587,-0.632359
-0.329308,0.083349,-0.574835
-0.267171,-0.134659,-0.443363
-0.304617,0.067274,-0.573360
0.178013,-0.220540,-0.564286
-0.049508,0.103542,-0.704653
-0.335192,0.079183,-0.569388
-0.113050,0.017543,-0.616707
-0.347925,0.087137,-0.569915
-0.290341,-0.080930,-0.472551
-0.100993,0.176327,-0.735303
-0.098477,0.224695,-0.771494
-0.276749,-0.106804,-0.459355
-0.047950,0.046401,-0.664679
-0.254345,-0.030671,-0.523512
0.427349,-0.012386,-0.816893
-0.191406,-0.073432,-0.518603
-0.300347,0.062560,-0.571706
-0.203647,-0.051915,-0.529138
0.148352,0.199758,-0.855070
0.499432,-0.051176,-0.818581
-0.309718,0.074476,-0.576489
0.076144,0.111824,-0.761510
-0.220426,-0.056060,-0.519084
-0.058155,0.347034,-0.876316
-0.213636,0.045104,-0.594866
-0.257179,-0.038445,-0.516721
-0.212774,-0.097868,-0.491998
0.187355,-0.218946,-0.569028
-0.329932,0.058723,-0.556750
-0.208713,-0.100708,-0.491625
-0.307371,0.100581,-0.596173
-0.271145,-0.101755,-0.465266
-0.309693,0.065776,-0.570188
-0.097911,-0.195106,-0.468677
0.407576,-0.122028,-0.729529
-0.107420,-0.140233,-0.504561
-0.232513,-0.016770,-0.542474
-0.255462,0.052251,-0.582766
-0.061888,0.205043,-0.772175
-0.228267,0.119862,-0.642652
-0.070079,0.320633,-0.852149
-0.249719,-0.087734,-0.484275
0.370132,-0.028773,-0.781499
-0.287522,-0.090950,-0.466497
-0.192919,-0.017261,-0.558552
-0.185864,-0.093725,-0.506390
-0.333510,0.118740,-0.598629
-0.260215,-0.144626,-0.439080
-0.230887,0.131516,-0.650025
-0.244460,-0.104641,-0.474188
-0.052667,0.336216,-0.870685
-0.215108,-0.073074,-0.508960
-0.236958,0.000395,-0.552985
-0.033990,0.090602,-0.701670
0.446077,-0.040738,-0.804133
0.436300,-0.097011,-0.759427
-0.008631,0.424562,-0.953114
-0.081148,0.316004,-0.844261
-0.198685,-0.110733,-0.488697
-0.267445,-0.154659,-0.428383
-0.304483,0.094161,-0.592849
-0.263962,-0.057026,-0.500492
0.483367,-0.049241,-0.813347
-0.243728,0.056461,-0.590654
-0.029047,0.341468,-0.884242
-0.058368,0.222800,-0.786354
-0.268028,-0.149151,-0.432019
-0.261634,-0.045962,-0.509456
-0.076289,0.290081,-0.827404
-0.317095,0.031473,-0.542318
-0.044360,0.177698,-0.759676
0.422408,-0.119030,-0.737796
-0.095172,-0.190618,-0.473605
-0.254014,-0.051887,-0.508303
-0.359694,0.087559,-0.565377
-0.071970,-0.195100,-0.480338
-0.223227,0.059887,-0.601604
0.573049,0.086879,-0.948408
-0.251286,-0.107311,-0.469522
0.442034,-0.079102,-0.774692
-0.316032,0.054591,-0.559474
-0.287729,0.048577,-0.566825
0.069380,0.325298,-0.912499
-0.062663,0.273199,-0.820938
-0.002841,0.332531,-0.888361
-0.225503,0.127528,-0.649350
-0.153311,0.334561,-0.828253
-0.208989,-0.073401,-0.511252
0.069653,0.400380,-0.967460
-0.194864,-0.021526,-0.554662
-0.326871,0.073466,-0.568661
0.062456,0.336209,-0.917603
-0.070401,0.271823,-0.816830
-0.262975,-0.049672,-0.506203
-0.187251,-0.083772,-0.512874
0.060952,0.205474,-0.822743
0.030361,0.173185,-0.787035
0.021072,0.181463,-0.789191
-0.268886,0.301186,-0.756727
-0.019830,0.421512,-0.946244
0.133135,0.385105,-0.982408
-0.275486,0.065023,-0.583686
-0.368519,0.116757,-0.582845
-0.065014,0.055563,-0.664073
0.470594,-0.006050,-0.839315
-0.356578,0.079048,-0.560488
0.412871,-0.082155,-0.760503
-0.080444,-0.190365,-0.480223
0.439734,-0.012438,-0.821956
0.403301,-0.140661,-0.714284
-0.276855,-0.091696,-0.470294
-0.295519,-0.061855,-0.484103
-0.290377,0.066774,-0.578858
0.424566,0.030738,-0.846882
-0.041967,0.154955,-0.744240
-0.197225,-0.085870,-0.507296
-0.313843,0.084382,-0.581973
0.199046,-0.223929,-0.570286
-0.049446,0.161153,-0.745640
-0.001186,0.352593,-0.903698
0.458636,-0.012545,-0.829690
-0.066254,0.309935,-0.845904
-0.352325,0.110207,-0.584721
-0.091810,-0.183783,-0.480284
-0.206742,-0.105066,-0.489293
-0.319246,0.086593,-0.581356
0.354759,-0.133539,-0.699425
-0.347175,0.050940,-0.544099
0.460021,-0.037908,-0.811915
-0.339927,0.054730,-0.549777
0.508263,-0.009525,-0.852356
0.446796,-0.058872,-0.791300
-0.263524,-0.135036,-0.444594
-0.072094,0.031019,-0.643396
-0.313543,0.098753,-0.592271
0.090774,0.445489,-1.009142
0.095482,0.371325,-0.956764
-0.252366,-0.068431,-0.497054
-0.350523,0.060112,-0.549326
0.004681,0.456913,-0.982139
0.192945,-0.222276,-0.568919
-0.325316,0.053007,-0.554514
-0.270469,-0.155653,-0.426531
0.062945,0.029266,-0.697373
0.397530,0.141950,-0.915993
0.005991,0.364317,-0.915153
-0.221681,-0.051219,-0.522033
-0.274864,-0.103834,-0.462271
-0.227860,0.108296,-0.634426
0.240878,-0.188718,-0.611275
0.426873,-0.034282,-0.800876
0.073389,0.299865,-0.895744
0.430370,-0.055429,-0.787044
-0.080403,0.259663,-0.804213
-0.347931,0.079608,-0.564448
0.051223,0.333888,-0.911285
-0.286121,-0.062311,-0.487659
-0.094945,-0.186337,-0.477060
0.447445,0.052314,-0.871861
-0.226544,-0.029279,-0.535946
0.024388,0.453700,-0.987932
-0.103067,0.020179,-0.622722
0.204564,-0.218078,-0.576876
-0.242540,-0.044701,-0.518252
-0.056084,0.237060,-0.797696
0.232248,-0.188896,-0.607483
-0.038107,0.005262,-0.638435
-0.281537,-0.078123,-0.478209
0.479929,-0.020794,-0.832489
0.181394,-0.226966,-0.561024
-0.347084,0.065034,-0.554252
0.169852,0.070725,-0.770985
-0.275166,-0.021291,-0.521703
0.495296,-0.061752,-0.809214
-0.079612,0.270187,-0.811915
-0.048615,0.035426,-0.656377
-0.332646,0.053871,-0.552124
0.422063,-0.101780,-0.750115
-0.188347,-0.097933,-0.502309
-0.219110,0.069166,-0.610033
0.075952,0.201340,-0.825928
-0.188135,-0.064150,-0.526583
0.328821,-0.262698,-0.597018
0.475563,-0.028747,-0.824929
-0.246625,-0.011370,-0.540552
